family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Лѣсновскій,Александръ,,1891-92,Moscow,1892-09-01,Moscow,report_per_row,,graduates_1891-92_p002__e011,linked,1892-93–1907-08,Matches this graduate's own Report-stated date (1892-09-01) against a BalletArtists person active 1892-93–1907-08 -- linked on that basis
Перешивкинъ,Михаилъ,,1891-92,Moscow,1892-09-01,Moscow,report_per_row,,graduates_1891-92_p002__e012,linked,1892-93–1907-08,"Matches this graduate's own Report-stated date (1892-09-01) against a BalletArtists person active 1892-93–1907-08 -- linked on that basis (this person's own record documents more than one service period -- 1892-09-01, 1892-09-04, 1899-09-01 -- e.g. a departure and later re-enrollment, not a different person.)"
Терпиловскій,Александръ,,1891-92,Moscow,1892-09-01,Moscow,report_per_row,,graduates_1891-92_p002__e013,linked,1892-93–1905-06,Matches this graduate's own Report-stated date (1892-09-01) against a BalletArtists person active 1892-93–1905-06 -- linked on that basis
Чумаковъ,Александръ,,1891-92,Moscow,1892-09-01,Moscow,report_per_row,,graduates_1891-92_p002__e014,linked,1892-93–1907-08,Matches this graduate's own Report-stated date (1892-09-01) against a BalletArtists person active 1892-93–1907-08 -- linked on that basis
Шокоревъ,Дмитрій,,1891-92,Moscow,1892-09-01,Moscow,report_per_row,,graduates_1891-92_p002__e015,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Бастманъ,Марія,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e001,linked,1893-94–1907-08,"Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1893-94–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Васильева,Анна,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e002,linked,1893-94–1907-08,"Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1893-94–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Голубева,Антонина,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e003,linked,1900-01–1907-08,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1900-01–1907-08 -- linked on that basis
Конецкая,Матрена,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e004,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Левина,Таисія,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e005,linked,1894-95–1900-01,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1894-95–1900-01 -- linked on that basis
Леонова,Ольга,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e006,linked,1894-95–1907-08,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1894-95–1907-08 -- linked on that basis
Пахомова,Ольга,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e007,linked,1893-94–1907-08,"Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1893-94–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Штихлингъ,Марія,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e008,linked,1893-94–1907-08,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1893-94–1907-08 -- linked on that basis
Эрлеръ,Марія,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e009,linked,1898-99–1905-06,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1898-99–1905-06 -- linked on that basis
Левинсонъ,Василій,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e010,linked,1893-94–1903-04,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1893-94–1903-04 -- linked on that basis
Мартьяновъ,Александръ,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e011,linked,1895-96–1901-02,Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1895-96–1901-02 -- linked on that basis
Романовъ,Михаилъ,,1892-93,St. Petersburg,1893-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1893 года въ С.-Петербургскую балетную труппу (this exact sentence was captured, but only attached to Тихомирова's own row as the exception clause -- the other 13 rows on this page never got it)."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1892-93_p001__e012,linked,1893-94–1902-03,"Matches this graduate's own Report-stated date (1893-06-01) against a BalletArtists person active 1893-94–1902-03 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
